[2023-11-22T08:01:58.314+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Commodity.Import_Commodity_To_SQL scheduled__2023-11-22T00:00:00+00:00 [queued]>
[2023-11-22T08:01:58.377+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Commodity.Import_Commodity_To_SQL scheduled__2023-11-22T00:00:00+00:00 [queued]>
[2023-11-22T08:01:58.378+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-22T08:01:58.505+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): Import_Commodity_To_SQL> on 2023-11-22 00:00:00+00:00
[2023-11-22T08:01:58.523+0000] {standard_task_runner.py:57} INFO - Started process 2035 to run task
[2023-11-22T08:01:58.527+0000] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'ETL_Commodity', 'Import_Commodity_To_SQL', 'scheduled__2023-11-22T00:00:00+00:00', '--job-id', '22', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Commodity.py', '--cfg-path', '/tmp/tmpaflin4ps']
[2023-11-22T08:02:02.663+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-04 00:00:00', price = N'88.25', id = N'brent20230904', unit = N'USD/Bbl', change1D = N'0.45 (0.51%)', change5D = N'4.77 (5.41%)', change1M = N'3.31 (3.75%)', change3M = N'16.43 (18.62%)', change6M = N'15.48 (17.54%)', change1Y = N'', changeMTD = N'0.45 (0.51%)', changeYTD = N'6.13 (6.95%)' WHERE id = 'brent20230904'
[2023-11-22T08:02:02.669+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-05 00:00:00', price = N'89.35', id = N'brent20230905', unit = N'USD/Bbl', change1D = N'1.1 (1.23%)', change5D = N'4.91 (5.5%)', change1M = N'3.68 (4.12%)', change3M = N'15.14 (16.94%)', change6M = N'15.81 (17.69%)', change1Y = N'', changeMTD = N'1.55 (1.73%)', changeYTD = N'7.23 (8.09%)' WHERE id = 'brent20230905'
[2023-11-22T08:02:02.675+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-06 00:00:00', price = N'89.86', id = N'brent20230906', unit = N'USD/Bbl', change1D = N'0.51 (0.57%)', change5D = N'5.11 (5.69%)', change1M = N'2.94 (3.27%)', change3M = N'16.69 (18.57%)', change6M = N'14.83 (16.5%)', change1Y = N'', changeMTD = N'2.06 (2.29%)', changeYTD = N'7.74 (8.61%)' WHERE id = 'brent20230906'
[2023-11-22T08:02:02.681+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-07 00:00:00', price = N'89.25', id = N'brent20230907', unit = N'USD/Bbl', change1D = N'-0.61 (-0.68%)', change5D = N'3.02 (3.38%)', change1M = N'3.41 (3.82%)', change3M = N'13.59 (15.23%)', change6M = N'12.87 (14.42%)', change1Y = N'', changeMTD = N'1.45 (1.62%)', changeYTD = N'7.13 (7.99%)' WHERE id = 'brent20230907'
[2023-11-22T08:02:02.687+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-08 00:00:00', price = N'90.03', id = N'brent20230908', unit = N'USD/Bbl', change1D = N'0.78 (0.87%)', change5D = N'2.23 (2.48%)', change1M = N'3.89 (4.32%)', change3M = N'13.45 (14.94%)', change6M = N'14.53 (16.14%)', change1Y = N'', changeMTD = N'2.23 (2.48%)', changeYTD = N'7.91 (8.79%)' WHERE id = 'brent20230908'
[2023-11-22T08:02:02.692+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-11 00:00:00', price = N'90.04', id = N'brent20230911', unit = N'USD/Bbl', change1D = N'0.01 (0.01%)', change5D = N'1.79 (1.99%)', change1M = N'4.53 (5.03%)', change3M = N'13.98 (15.53%)', change6M = N'15.45 (17.16%)', change1Y = N'', changeMTD = N'2.24 (2.49%)', changeYTD = N'7.92 (8.8%)' WHERE id = 'brent20230911'
[2023-11-22T08:02:02.698+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-12 00:00:00', price = N'91.33', id = N'brent20230912', unit = N'USD/Bbl', change1D = N'1.29 (1.41%)', change5D = N'1.98 (2.17%)', change1M = N'7.05 (7.72%)', change3M = N'15.7 (17.19%)', change6M = N'13.57 (14.86%)', change1Y = N'', changeMTD = N'3.53 (3.87%)', changeYTD = N'9.21 (10.08%)' WHERE id = 'brent20230912'
[2023-11-22T08:02:02.704+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-13 00:00:00', price = N'91.2', id = N'brent20230913', unit = N'USD/Bbl', change1D = N'-0.13 (-0.14%)', change5D = N'1.34 (1.47%)', change1M = N'8.18 (8.97%)', change3M = N'14.31 (15.69%)', change6M = N'13.06 (14.32%)', change1Y = N'', changeMTD = N'3.4 (3.73%)', changeYTD = N'9.08 (9.96%)' WHERE id = 'brent20230913'
[2023-11-22T08:02:02.709+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-14 00:00:00', price = N'92.94', id = N'brent20230914', unit = N'USD/Bbl', change1D = N'1.74 (1.87%)', change5D = N'3.69 (3.97%)', change1M = N'9.27 (9.97%)', change3M = N'18.7 (20.12%)', change6M = N'15.35 (16.52%)', change1Y = N'', changeMTD = N'5.14 (5.53%)', changeYTD = N'10.82 (11.64%)' WHERE id = 'brent20230914'
[2023-11-22T08:02:02.716+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-15 00:00:00', price = N'93.04', id = N'brent20230915', unit = N'USD/Bbl', change1D = N'0.1 (0.11%)', change5D = N'3.01 (3.24%)', change1M = N'8.68 (9.33%)', change3M = N'19.1 (20.53%)', change6M = N'14.44 (15.52%)', change1Y = N'', changeMTD = N'5.24 (5.63%)', changeYTD = N'10.92 (11.74%)' WHERE id = 'brent20230915'
[2023-11-22T08:02:02.722+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-18 00:00:00', price = N'93.29', id = N'brent20230918', unit = N'USD/Bbl', change1D = N'0.25 (0.27%)', change5D = N'3.25 (3.48%)', change1M = N'9.59 (10.28%)', change3M = N'19.0 (20.37%)', change6M = N'13.4 (14.36%)', change1Y = N'', changeMTD = N'5.49 (5.88%)', changeYTD = N'11.17 (11.97%)' WHERE id = 'brent20230918'
[2023-11-22T08:02:02.728+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-19 00:00:00', price = N'91.88', id = N'brent20230919', unit = N'USD/Bbl', change1D = N'-1.41 (-1.53%)', change5D = N'0.55 (0.6%)', change1M = N'8.53 (9.28%)', change3M = N'19.27 (20.97%)', change6M = N'6.95 (7.56%)', change1Y = N'', changeMTD = N'4.08 (4.44%)', changeYTD = N'9.76 (10.62%)' WHERE id = 'brent20230919'
[2023-11-22T08:02:02.735+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-20 00:00:00', price = N'91.11', id = N'brent20230920', unit = N'USD/Bbl', change1D = N'-0.77 (-0.85%)', change5D = N'-0.09 (-0.1%)', change1M = N'8.56 (9.4%)', change3M = N'16.81 (18.45%)', change6M = N'6.17 (6.77%)', change1Y = N'', changeMTD = N'3.31 (3.63%)', changeYTD = N'8.99 (9.87%)' WHERE id = 'brent20230920'
[2023-11-22T08:02:02.741+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-21 00:00:00', price = N'91.09', id = N'brent20230921', unit = N'USD/Bbl', change1D = N'-0.02 (-0.02%)', change5D = N'-1.85 (-2.03%)', change1M = N'8.52 (9.35%)', change3M = N'16.61 (18.23%)', change6M = N'6.1 (6.7%)', change1Y = N'', changeMTD = N'3.29 (3.61%)', changeYTD = N'8.97 (9.85%)' WHERE id = 'brent20230921'
[2023-11-22T08:02:02.746+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-22 00:00:00', price = N'90.58', id = N'brent20230922', unit = N'USD/Bbl', change1D = N'-0.51 (-0.56%)', change5D = N'-2.46 (-2.72%)', change1M = N'7.02 (7.75%)', change3M = N'15.28 (16.87%)', change6M = N'5.46 (6.03%)', change1Y = N'', changeMTD = N'2.78 (3.07%)', changeYTD = N'8.46 (9.34%)' WHERE id = 'brent20230922'
[2023-11-22T08:02:02.752+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-25 00:00:00', price = N'90.47', id = N'brent20230925', unit = N'USD/Bbl', change1D = N'-0.11 (-0.12%)', change5D = N'-2.82 (-3.12%)', change1M = N'6.99 (7.73%)', change3M = N'16.0 (17.69%)', change6M = N'6.29 (6.95%)', change1Y = N'', changeMTD = N'2.67 (2.95%)', changeYTD = N'8.35 (9.23%)' WHERE id = 'brent20230925'
[2023-11-22T08:02:02.760+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-26 00:00:00', price = N'90.9', id = N'brent20230926', unit = N'USD/Bbl', change1D = N'0.43 (0.47%)', change5D = N'-0.98 (-1.08%)', change1M = N'6.46 (7.11%)', change3M = N'14.85 (16.34%)', change6M = N'5.29 (5.82%)', change1Y = N'', changeMTD = N'3.1 (3.41%)', changeYTD = N'8.78 (9.66%)' WHERE id = 'brent20230926'
[2023-11-22T08:02:02.765+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-27 00:00:00', price = N'92.41', id = N'brent20230927', unit = N'USD/Bbl', change1D = N'1.51 (1.63%)', change5D = N'1.3 (1.41%)', change1M = N'7.66 (8.29%)', change3M = N'16.0 (17.31%)', change6M = N'5.08 (5.5%)', change1Y = N'', changeMTD = N'4.61 (4.99%)', changeYTD = N'10.29 (11.14%)' WHERE id = 'brent20230927'
[2023-11-22T08:02:02.774+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-28 00:00:00', price = N'91.18', id = N'brent20230928', unit = N'USD/Bbl', change1D = N'-1.23 (-1.35%)', change5D = N'0.09 (0.1%)', change1M = N'4.95 (5.43%)', change3M = N'14.96 (16.41%)', change6M = N'5.5 (6.03%)', change1Y = N'', changeMTD = N'3.38 (3.71%)', changeYTD = N'9.06 (9.94%)' WHERE id = 'brent20230928'
[2023-11-22T08:02:02.780+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-09-29 00:00:00', price = N'90.36', id = N'brent20230929', unit = N'USD/Bbl', change1D = N'-0.82 (-0.91%)', change5D = N'-0.22 (-0.24%)', change1M = N'2.56 (2.83%)', change3M = N'12.28 (13.59%)', change6M = N'4.49 (4.97%)', change1Y = N'', changeMTD = N'2.56 (2.83%)', changeYTD = N'8.24 (9.12%)' WHERE id = 'brent20230929'
[2023-11-22T08:02:02.786+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-02 00:00:00', price = N'89.06', id = N'brent20231002', unit = N'USD/Bbl', change1D = N'-1.3 (-1.46%)', change5D = N'-1.41 (-1.58%)', change1M = N'0.81 (0.91%)', change3M = N'11.66 (13.09%)', change6M = N'4.61 (5.18%)', change1Y = N'', changeMTD = N'0.0 (0.0%)', changeYTD = N'6.94 (7.79%)' WHERE id = 'brent20231002'
[2023-11-22T08:02:02.793+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-03 00:00:00', price = N'89.19', id = N'brent20231003', unit = N'USD/Bbl', change1D = N'0.13 (0.15%)', change5D = N'-1.71 (-1.92%)', change1M = N'-0.16 (-0.18%)', change3M = N'10.12 (11.35%)', change6M = N'4.74 (5.31%)', change1Y = N'', changeMTD = N'0.13 (0.15%)', changeYTD = N'7.07 (7.93%)' WHERE id = 'brent20231003'
[2023-11-22T08:02:02.799+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-04 00:00:00', price = N'84.19', id = N'brent20231004', unit = N'USD/Bbl', change1D = N'-5.0 (-5.94%)', change5D = N'-8.22 (-9.76%)', change1M = N'-5.67 (-6.73%)', change3M = N'4.4 (5.23%)', change6M = N'1.4 (1.66%)', change1Y = N'', changeMTD = N'-4.87 (-5.78%)', changeYTD = N'2.07 (2.46%)' WHERE id = 'brent20231004'
[2023-11-22T08:02:02.805+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-05 00:00:00', price = N'82.64', id = N'brent20231005', unit = N'USD/Bbl', change1D = N'-1.55 (-1.88%)', change5D = N'-8.54 (-10.33%)', change1M = N'-6.61 (-8.0%)', change3M = N'1.65 (2.0%)', change6M = N'1.83 (2.21%)', change1Y = N'', changeMTD = N'-6.42 (-7.77%)', changeYTD = N'0.52 (0.63%)' WHERE id = 'brent20231005'
[2023-11-22T08:02:02.812+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-06 00:00:00', price = N'83.13', id = N'brent20231006', unit = N'USD/Bbl', change1D = N'0.49 (0.59%)', change5D = N'-7.23 (-8.7%)', change1M = N'-6.9 (-8.3%)', change3M = N'3.53 (4.25%)', change6M = N'1.67 (2.01%)', change1Y = N'', changeMTD = N'-5.93 (-7.13%)', changeYTD = N'1.01 (1.21%)' WHERE id = 'brent20231006'
[2023-11-22T08:02:02.818+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-09 00:00:00', price = N'86.5', id = N'brent20231009', unit = N'USD/Bbl', change1D = N'3.37 (3.9%)', change5D = N'-2.56 (-2.96%)', change1M = N'-3.54 (-4.09%)', change3M = N'8.12 (9.39%)', change6M = N'3.96 (4.58%)', change1Y = N'', changeMTD = N'-2.56 (-2.96%)', changeYTD = N'4.38 (5.06%)' WHERE id = 'brent20231009'
[2023-11-22T08:02:02.825+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-10 00:00:00', price = N'86.23', id = N'brent20231010', unit = N'USD/Bbl', change1D = N'-0.27 (-0.31%)', change5D = N'-2.96 (-3.43%)', change1M = N'-5.1 (-5.91%)', change3M = N'6.73 (7.8%)', change6M = N'5.63 (6.53%)', change1Y = N'', changeMTD = N'-2.83 (-3.28%)', changeYTD = N'4.11 (4.77%)' WHERE id = 'brent20231010'
[2023-11-22T08:02:02.831+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-11 00:00:00', price = N'84.69', id = N'brent20231011', unit = N'USD/Bbl', change1D = N'-1.54 (-1.82%)', change5D = N'0.5 (0.59%)', change1M = N'-6.51 (-7.69%)', change3M = N'5.34 (6.31%)', change6M = N'6.97 (8.23%)', change1Y = N'', changeMTD = N'-4.37 (-5.16%)', changeYTD = N'2.57 (3.03%)' WHERE id = 'brent20231011'
[2023-11-22T08:02:02.837+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-12 00:00:00', price = N'84.81', id = N'brent20231012', unit = N'USD/Bbl', change1D = N'0.12 (0.14%)', change5D = N'2.17 (2.56%)', change1M = N'-8.13 (-9.59%)', change3M = N'5.29 (6.24%)', change6M = N'6.59 (7.77%)', change1Y = N'', changeMTD = N'-4.25 (-5.01%)', changeYTD = N'2.69 (3.17%)' WHERE id = 'brent20231012'
[2023-11-22T08:02:02.844+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-13 00:00:00', price = N'89.34', id = N'brent20231013', unit = N'USD/Bbl', change1D = N'4.53 (5.07%)', change5D = N'6.21 (6.95%)', change1M = N'-3.7 (-4.14%)', change3M = N'8.8 (9.85%)', change6M = N'9.01 (10.09%)', change1Y = N'', changeMTD = N'0.28 (0.31%)', changeYTD = N'7.22 (8.08%)' WHERE id = 'brent20231013'
[2023-11-22T08:02:02.850+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-16 00:00:00', price = N'88.27', id = N'brent20231016', unit = N'USD/Bbl', change1D = N'-1.07 (-1.21%)', change5D = N'1.77 (2.01%)', change1M = N'-5.02 (-5.69%)', change3M = N'6.2 (7.02%)', change6M = N'8.96 (10.15%)', change1Y = N'', changeMTD = N'-0.79 (-0.89%)', changeYTD = N'6.15 (6.97%)' WHERE id = 'brent20231016'
[2023-11-22T08:02:02.856+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-17 00:00:00', price = N'88.56', id = N'brent20231017', unit = N'USD/Bbl', change1D = N'0.29 (0.33%)', change5D = N'2.33 (2.63%)', change1M = N'-3.32 (-3.75%)', change3M = N'5.79 (6.54%)', change6M = N'13.24 (14.95%)', change1Y = N'', changeMTD = N'-0.5 (-0.56%)', changeYTD = N'6.44 (7.27%)' WHERE id = 'brent20231017'
[2023-11-22T08:02:02.862+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-18 00:00:00', price = N'90.22', id = N'brent20231018', unit = N'USD/Bbl', change1D = N'1.66 (1.84%)', change5D = N'5.53 (6.13%)', change1M = N'-0.89 (-0.99%)', change3M = N'8.08 (8.96%)', change6M = N'17.89 (19.83%)', change1Y = N'', changeMTD = N'1.16 (1.29%)', changeYTD = N'8.1 (8.98%)' WHERE id = 'brent20231018'
[2023-11-22T08:02:02.868+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-19 00:00:00', price = N'91.01', id = N'brent20231019', unit = N'USD/Bbl', change1D = N'0.79 (0.87%)', change5D = N'6.2 (6.81%)', change1M = N'-0.08 (-0.09%)', change3M = N'7.7 (8.46%)', change6M = N'18.51 (20.34%)', change1Y = N'', changeMTD = N'1.95 (2.14%)', changeYTD = N'8.89 (9.77%)' WHERE id = 'brent20231019'
[2023-11-22T08:02:02.873+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-20 00:00:00', price = N'90.89', id = N'brent20231020', unit = N'USD/Bbl', change1D = N'-0.12 (-0.13%)', change5D = N'1.55 (1.71%)', change1M = N'0.31 (0.34%)', change3M = N'6.97 (7.67%)', change6M = N'15.59 (17.15%)', change1Y = N'', changeMTD = N'1.83 (2.01%)', changeYTD = N'8.77 (9.65%)' WHERE id = 'brent20231020'
[2023-11-22T08:02:02.879+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-23 00:00:00', price = N'88.69', id = N'brent20231023', unit = N'USD/Bbl', change1D = N'-2.2 (-2.48%)', change5D = N'0.42 (0.47%)', change1M = N'-1.78 (-2.01%)', change3M = N'3.74 (4.22%)', change6M = N'11.68 (13.17%)', change1Y = N'', changeMTD = N'-0.37 (-0.42%)', changeYTD = N'6.57 (7.41%)' WHERE id = 'brent20231023'
[2023-11-22T08:02:02.885+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-24 00:00:00', price = N'87.16', id = N'brent20231024', unit = N'USD/Bbl', change1D = N'-1.53 (-1.76%)', change5D = N'-1.4 (-1.61%)', change1M = N'-3.74 (-4.29%)', change3M = N'2.69 (3.09%)', change6M = N'9.72 (11.15%)', change1Y = N'', changeMTD = N'-1.9 (-2.18%)', changeYTD = N'5.04 (5.78%)' WHERE id = 'brent20231024'
[2023-11-22T08:02:02.892+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-25 00:00:00', price = N'89.12', id = N'brent20231025', unit = N'USD/Bbl', change1D = N'1.96 (2.2%)', change5D = N'-1.1 (-1.23%)', change1M = N'-3.29 (-3.69%)', change3M = N'6.31 (7.08%)', change6M = N'12.71 (14.26%)', change1Y = N'', changeMTD = N'0.06 (0.07%)', changeYTD = N'7.0 (7.85%)' WHERE id = 'brent20231025'
[2023-11-22T08:02:02.898+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-26 00:00:00', price = N'87.05', id = N'brent20231026', unit = N'USD/Bbl', change1D = N'-2.07 (-2.38%)', change5D = N'-3.96 (-4.55%)', change1M = N'-4.13 (-4.74%)', change3M = N'2.36 (2.71%)', change6M = N'12.07 (13.87%)', change1Y = N'', changeMTD = N'-2.01 (-2.31%)', changeYTD = N'4.93 (5.66%)' WHERE id = 'brent20231026'
[2023-11-22T08:02:02.904+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-27 00:00:00', price = N'89.2', id = N'brent20231027', unit = N'USD/Bbl', change1D = N'2.15 (2.41%)', change5D = N'-1.69 (-1.89%)', change1M = N'-1.16 (-1.3%)', change3M = N'3.42 (3.83%)', change6M = N'15.03 (16.85%)', change1Y = N'', changeMTD = N'0.14 (0.16%)', changeYTD = N'7.08 (7.94%)' WHERE id = 'brent20231027'
[2023-11-22T08:02:02.911+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-30 00:00:00', price = N'86.35', id = N'brent20231030', unit = N'USD/Bbl', change1D = N'-2.85 (-3.3%)', change5D = N'-2.34 (-2.71%)', change1M = N'-2.71 (-3.14%)', change3M = N'1.41 (1.63%)', change6M = N'11.12 (12.88%)', change1Y = N'1.42 (1.64%)', changeMTD = N'-2.71 (-3.14%)', changeYTD = N'4.23 (4.9%)' WHERE id = 'brent20231030'
[2023-11-22T08:02:02.917+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-10-31 00:00:00', price = N'85.02', id = N'brent20231031', unit = N'USD/Bbl', change1D = N'-1.33 (-1.56%)', change5D = N'-2.14 (-2.52%)', change1M = N'-4.17 (-4.9%)', change3M = N'-0.65 (-0.76%)', change6M = N'10.11 (11.89%)', change1Y = N'-0.08 (-0.09%)', changeMTD = N'-4.04 (-4.75%)', changeYTD = N'2.9 (3.41%)' WHERE id = 'brent20231031'
[2023-11-22T08:02:02.923+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-01 00:00:00', price = N'84.63', id = N'brent20231101', unit = N'USD/Bbl', change1D = N'-0.39 (-0.46%)', change5D = N'-4.49 (-5.31%)', change1M = N'0.44 (0.52%)', change3M = N'-2.29 (-2.71%)', change6M = N'7.67 (9.06%)', change1Y = N'1.09 (1.29%)', changeMTD = N'0.0 (0.0%)', changeYTD = N'2.51 (2.97%)' WHERE id = 'brent20231101'
[2023-11-22T08:02:02.929+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-02 00:00:00', price = N'86.85', id = N'brent20231102', unit = N'USD/Bbl', change1D = N'2.22 (2.56%)', change5D = N'-0.2 (-0.23%)', change1M = N'4.21 (4.85%)', change3M = N'1.01 (1.16%)', change6M = N'10.99 (12.65%)', change1Y = N'3.06 (3.52%)', changeMTD = N'2.22 (2.56%)', changeYTD = N'4.73 (5.45%)' WHERE id = 'brent20231102'
[2023-11-22T08:02:02.935+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-03 00:00:00', price = N'84.89', id = N'brent20231103', unit = N'USD/Bbl', change1D = N'-1.96 (-2.31%)', change5D = N'-4.31 (-5.08%)', change1M = N'1.76 (2.07%)', change3M = N'-1.25 (-1.47%)', change6M = N'9.31 (10.97%)', change1Y = N'0.65 (0.77%)', changeMTD = N'0.26 (0.31%)', changeYTD = N'2.77 (3.26%)' WHERE id = 'brent20231103'
[2023-11-22T08:02:02.941+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-06 00:00:00', price = N'85.18', id = N'brent20231106', unit = N'USD/Bbl', change1D = N'0.29 (0.34%)', change5D = N'-1.17 (-1.37%)', change1M = N'-1.32 (-1.55%)', change3M = N'-0.33 (-0.39%)', change6M = N'9.61 (11.28%)', change1Y = N'-1.81 (-2.12%)', changeMTD = N'0.55 (0.65%)', changeYTD = N'3.06 (3.59%)' WHERE id = 'brent20231106'
[2023-11-22T08:02:02.947+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-07 00:00:00', price = N'81.61', id = N'brent20231107', unit = N'USD/Bbl', change1D = N'-3.57 (-4.37%)', change5D = N'-3.41 (-4.18%)', change1M = N'-4.62 (-5.66%)', change3M = N'-2.67 (-3.27%)', change6M = N'5.15 (6.31%)', change1Y = N'-5.2 (-6.37%)', changeMTD = N'-3.02 (-3.7%)', changeYTD = N'-0.51 (-0.62%)' WHERE id = 'brent20231107'
[2023-11-22T08:02:02.953+0000] {logging_mixin.py:154} INFO - UPDATE [macroEconomic].[dbo].[HangHoa] SET name = N'Dầu Brent', lastUpdated = N'2023-11-08 00:00:00', price = N'79.54', id = N'brent20231108', unit = N'USD/Bbl', change1D = N'-2.07 (-2.6%)', change5D = N'-5.09 (-6.4%)', change1M = N'-5.15 (-6.47%)', change3M = N'-3.48 (-4.38%)', change6M = N'1.61 (2.02%)', change1Y = N'-6.01 (-7.56%)', changeMTD = N'-5.09 (-6.4%)', changeYTD = N'-2.58 (-3.24%)' WHERE id = 'brent20231108'
